Name,Link 1,Link 1.1,Country,Year,Director,Subtitles,Runtime,Genres,Imdb id,Vote avg,Overview,Spoken languages,Vote count,Release date,Tagline,Collection,Title,Original title
My Night at Maud's,Streaming link,,France,1 969,Éric Rohmer,yes,1h 51m,Comedy | Drama | Romance,IMDB,8.0,"The rigid principles of a devout Catholic man are challenged during a one-night stay with Maud, a divorced woman with an outsize personality.",French,139,1969-06-04,,,My Night at Maud's,Ma nuit chez Maud
Z,Streaming link,,France,1 969,Costa-Gavras,yes,1h 56m,Action | Drama | Horror | Science Fiction | Thriller,IMDB,6.8,"Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly, the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos, Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.",English,11484,2013-06-20,Remember Philly!,,World War Z,World War Z
Le révélateur,Streaming link,,France,1 968,Philippe Garrel,no dialog,,,,,,,,,,,,
Rosemary's Baby,Streaming link,,France,1 968,Roman Polański,yes,2h 17m,Drama | Horror | Mystery,IMDB,7.8,A young couple moves into an infamous New York apartment building to start a family. Things become frightening as Rosemary begins to suspect her unborn baby isn’t safe around their strange neighbors.,English,2529,1968-06-12,Pray for Rosemary's Baby,Rosemary's Baby Collection,Rosemary's Baby,Rosemary's Baby
Stolen Kisses,Streaming link,,France,1 968,François Truffaut,yes,1h 25m,,IMDB,5.0,"Apparently a normal couple, Karen and Max are in fact agents for opposite sides of the ""cold"" war who have been assigned to marry each other and feed/steal intelligence. When they are both ordered to execute the other they realize that they have fallen in love.",English,2,2001-01-01,In this spy game... sex is their only weapon.,,Stolen Kisses,Stolen Kisses
The Bride Wore Black,Streaming link,,France,1 968,François Truffaut,yes,1h 47m,Crime | Drama | Mystery,IMDB,7.3,"Julie Kohler is prevented from suicide by her mother. She leaves the town. She will track down, charm and kill five men who do not know her. What is her goal ? What is her purpose?",French,137,1968-03-22,She was a bride when the violence happened... now she's a widow and it's going to happen again.,,The Bride Wore Black,La mariée était en noir
2 or 3 Things I Know About Her,Streaming link,Streaming link,France,1 967,Jean-Luc Godard,yes,1h 28m,Comedy | Drama,IMDB,6.6,"As the city of Paris and the French people grow in consumer culture, a housewife living in a high-rise apartment with her husband and two children takes to prostitution to help pay the bills.",French,91,1967-03-17,,,2 or 3 Things I Know About Her,2 ou 3 choses que je sais d'elle
La Chinoise,Streaming link,,France,1 967,Jean-Luc Godard,yes,1h 39m,Comedy | Drama,IMDB,7.0,"A small group of French students are studying Mao, trying to find out their position in the world and how to change the world to a Maoistic community using terrorism.",French,109,1967-08-30,,,La Chinoise,La Chinoise
La Collectionneuse,Streaming link,,France,1 967,Éric Rohmer,yes,1h 29m,Comedy | Drama | Romance,IMDB,7.1,"A bombastic, womanizing art dealer and his painter friend go to a seventeenth-century villa on the Riviera for a relaxing summer getaway. But their idyll is disturbed by the presence of the bohemian Haydée, accused of being a “collector” of men.",English | French,96,1967-03-02,,,La Collectionneuse,La Collectionneuse
La musica,Streaming link,,France,1 967,Marguerite Duras,yes,,,,,,,,,,,,
Le Samourai,Streaming link,,France,1 967,Jean-Pierre Melville,yes,,,,,,,,,,,,
Mouchette,Streaming link,,France,1 967,Robert Bresson,yes,1h 21m,Drama,IMDB,7.5,A young girl living in the French countryside suffers constant indignities at the hand of alcoholism and her fellow man.,French,123,1967-03-28,,,Mouchette,Mouchette
Playtime,Streaming link,,France,1 967,Jacques Tati,yes,1h 55m,Comedy,IMDB,7.8,"Clumsy Monsieur Hulot finds himself perplexed by the intimidating complexity of a gadget-filled Paris. He attempts to meet with a business contact but soon becomes lost. His roundabout journey parallels that of an American tourist, and as they weave through the inventive urban environment, they intermittently meet, developing an interest in one another. They eventually get together at a chaotic restaurant, along with several other quirky characters.",English | French | German,285,1967-12-16,,Monsieur Hulot - Saga,PlayTime,PlayTime
The Thief of Paris,Streaming link,,France,1 967,Louis Malle,yes,2h 0m,Comedy | Crime | Drama,IMDB,6.8,"In Paris around 1900, Georges Randal is brought up by his wealthy uncle, who steals his inheritance. Georges hopes to marry his cousin Charlotte, but his uncle arranges for her to marry a rich neighbour. As an act of revenge, Georges steals the fiance's family jewels, and enjoys the experience so much that he embarks upon a life-time of burglary.",French,44,1967-02-22,The light touch of the masters! Malle makes… Belmondo takes.,,The Thief of Paris,Le Voleur
The Two Of Us,Streaming link,,France,1 967,Claude Berri,yes,1h 0m,,IMDB,7.4,"Matthew is a boy who just left school. He is handsome and athletic and believes himself to be gay. He retains a friendship with only one school friend, Phil, who has stuck by Matthew despite hostile reactions from his peers. As their relationship grows more intense, Phil's girlfriend Sharon and his classmates become vindictive and aggressive. The two friends find themselves ostracized by both friends and family and decide to run away.",English,5,1987-03-25,,,The Two of Us,The Two of Us
The Young Girls of Rochefort,Streaming link,,France,1 967,Jacques Demy,yes,2h 0m,Comedy | Drama | Romance,IMDB,7.7,"Delphine and Solange are two sisters living in Rochefort. Delphine is a dancing teacher and Solange composes and teaches the piano. Maxence is a poet and a painter. He is doing his military service. Simon owns a music shop, he left Paris once month ago to come back where he fell in love 10 years ago. They are looking for love, looking for each other, without being aware that their ideal partner is very close...",French,340,1967-03-08,...they're Singing and Dancing in the Streets,,The Young Girls of Rochefort,Les demoiselles de Rochefort
Weekend,Streaming link,,France,1 967,Jean-Luc Godard,yes,,Drama | Thriller,IMDB,5.3,"A bunch of friends stuck in a mountain shelter during a snowstorm on a weekend. They will find out that the only way to be safe is to solve a disturbing mistery that involves all of them: finding out who in the past, has committed a terrible crime. Amid shocking and unexpected revelations, they will come to doubt each other.",Italian,4,2020-12-17,,,Weekend,Weekend
A Man and a Woman,Streaming link,,France,1 966,Claude Lelouch,yes,2h 0m,Comedy | Drama | Romance,IMDB,7.8,"The film follows the life of Miggy and Laida after their break-up which occurred after the events in the second film. Miggy, is now in a relationship with Belle while Laida is now a fiercer woman after living in the United States. They try to co-exist in the same company while Laida tries to oppose Miggy's business decisions through a series of events which made them realize the real definition of true love.",Tagalog,4,2013-03-20,,A Very Special Love Collection,It Takes A Man And A Woman,It Takes A Man And A Woman
Au Hasard Balthazar,Streaming link,,France,1 966,Robert Bresson,yes,1h 36m,Drama,IMDB,7.8,"The story of a donkey Balthazar as he is passed from owner to owner, some kind and some cruel but all with motivations beyond his understanding. Balthazar, whose life parallels that of his first keeper, Marie, is truly a beast of burden, suffering the sins of humankind. But despite his powerlessness, he accepts his fate nobly.",French | Latin,228,1966-05-25,,,Au Hasard Balthazar,Au hasard Balthazar
Fahrenheit 451,Streaming link,,France,1 966,François Truffaut,yes,1h 40m,Drama | Science Fiction | Thriller,IMDB,5.4,"In an oppressive future, a 'fireman' whose duty is to destroy all books begins to question his task.",English | German,557,2018-05-12,Knowledge is a dangerous thing,,Fahrenheit 451,Fahrenheit 451
La Religieuse,Streaming link,,France,1 966,Jacques Rivette,yes,,,,,,,,,,,,
Le Deuxième Souffle,Streaming link,,France,1 966,Jean-Pierre Melville,yes,2h 30m,Action | Crime | Drama | Thriller,IMDB,7.6,"A gangster escapes jail and quickly makes plans to continue his criminal ways elsewhere, but a determined inspector is closing in.",French,95,1966-11-01,,,Le Deuxième Souffle,Le Deuxième Souffle
Made in U.S.A,Streaming link,,France,1 966,Jean-Luc Godard,yes,1h 25m,Comedy | Crime | Mystery,IMDB,6.4,"Paula Nelson (Anna Karina), a female version of Humphrey Bogart's hard boiled detectives, goes to Atlantic City to meet her lover, Richard Politzer, at an unknown point in the future (maybe 1969). Once there, she learns that Richard is dead and decides to investigate his death. In her hotel room, she meets Typhus, whom she ends up knocking out. His corpse is later found in the apartment of David Goodis (Yves Afonso), a writer. Paula is arrested and interrogated. From then on, she encounters many gangsters.",English | French,45,1966-12-03,,,Made in U.S.A,Made in U.S.A
Masculin Féminin,Streaming link,,France,1 966,Jean-Luc Godard,yes,1h 45m,Drama | Romance,IMDB,7.4,"With Masculin féminin, ruthless stylist and iconoclast Jean-Luc Godard introduces the world to ""the children of Marx and Coca-Cola,"" through a gang of restless youths engaged in hopeless love affairs with music, revolution, and each other. French new wave icon Jean-Pierre Leaud stars as Paul, an idealistic would-be intellectual struggling to forge a relationship with the adorable pop star Madeleine. Through their tempestuous affair, Godard fashions a candid and wildly funny free-form examination of youth culture in throbbing 1960s Paris, mixing satire and tragedy as only Godard can.",English | French | Swedish,183,1966-03-22,Jean-Luc Godard's Swinging Look at Youth and Love in Paris Today!,,Masculin Féminin,Masculin féminin
The Creatures,Streaming link,,France,1 966,Agnès Varda,yes,0h 7m,Animation,,7.0,The Croods Shorts,,1,2013-03-22,,,The Croodaceous Creatures of 'Croods',The Croodaceous Creatures of 'Croods'
Alphaville,Streaming link,,France,1 965,Jean-Luc Godard,yes,1h 40m,Drama | Mystery | Science Fiction,IMDB,7.0,"An American private-eye arrives in Alphaville, a futuristic city on another planet which is ruled by an evil scientist named Von Braun, who has outlawed love and self-expression.",French,272,1965-05-05,Suddenly the word is Alphaville... and a secret agent is in a breathless race against the Masters of the Future.,Lemmy Caution Series,Alphaville,"Alphaville, une étrange aventure de Lemmy Caution"
Le Bonheur,Streaming link,,France,1 965,Agnès Varda,yes,1h 19m,Drama | Romance,IMDB,7.4,"Though married to the good-natured, beautiful Thérèse, young husband and father François finds himself falling unquestioningly into an affair with an attractive postal worker.",French,78,1965-02-10,Only a woman could dare to make this film,,Happiness,Le Bonheur
Pierrot le Fou,Streaming link,,France,1 965,Jean-Luc Godard,yes,1h 50m,Drama | Thriller,IMDB,7.6,"Pierrot escapes his boring society and travels from Paris to the Mediterranean Sea with Marianne, a girl chased by hit-men from Algeria. They lead an unorthodox life, always on the run.",French,502,1965-08-29,,,Pierrot le Fou,Pierrot le fou
Repulsion,Streaming link,,France,1 965,Roman Polański,yes,1h 45m,Drama | Horror | Thriller,IMDB,7.5,"Beautiful young manicurist Carole suffers from androphobia (the pathological fear of interaction with men). When her sister and roommate, Helen, leaves their London flat to go on an Italian holiday with her married boyfriend, Carole withdraws into her apartment. She begins to experience frightful hallucinations, her fear gradually mutating into madness.",English,597,1965-06-01,The nightmare world of a virgin's dreams becomes the screen's shocking reality!,,Repulsion,Repulsion
